"","X","display","randomise_blocks","randomise_trials","ANSWER","animation","responseQuestion","Dilemma","DilemmaByContext","Prohibited.act","PDE","PDE.SE_notME","PDE.GE.BE","PDE.noBA","MG.Permissible","TVideo_1","Agent","Context","PBH"
"1",1,"experimentInstructions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,"Trial",NA,1,NA,"EfficientRisk_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","EfficientRisk","EfficientRiskTruck","Yes","Yes","Yes","No","Yes","Yes","EfficientRisk_Truck_newtimings.mp4","Human","truck","Yes"
"181",181,"Trial",NA,1,NA,"InefficientRisk_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","InefficientRisk","InefficientRiskTruck","Yes","No","Yes","No","No","No","InefficientRisk_Truck_newtimings.mp4","Human","truck","Yes"
"182",182,"Trial",NA,1,NA,"DropEquipment_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the switch?","DropEquipment","DropEquipmentTruck","No","Yes","Yes","No","No","Yes","DropEquipment_Truck_newtimings.mp4","Human","truck","No"
"183",183,"Trial",NA,1,NA,"ExpensiveCollapse_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the switch?","ExpensiveCollapse","ExpensiveCollapseTruck","Yes","Yes","Yes","No","Yes","Yes","ExpensiveCollapse_Truck_newtimings.mp4","Human","truck","Yes"
"184",184,"Trial",NA,1,NA,"Bystander_PHO_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","BystanderPHO","BystanderPHOMine","Yes","No","Yes","Yes","Yes","No","Bystander_PHO_Mine_newtimings.mp4","Human","mine","Yes"
"185",185,"Trial",NA,1,NA,"Bystander_PHA&O_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","BystanderPHA&O","BystanderPHA&OMine","No","Yes","Yes","Yes","No","No","Bystander_PHA&O_Mine_newtimings.mp4","Human","mine","No"
"186",186,"Trial",NA,1,NA,"Footbridge_PHA_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHA","FootbridgePHAMine","No","Yes","Yes","Yes","No","No","Footbridge_PHA_Mine_newtimings.mp4","Human","mine","No"
"187",187,"Trial",NA,1,NA,"Footbridge_PHO_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHO","FootbridgePHOMine","Yes","Yes","Yes","Yes","No","No","Footbridge_PHO_Mine_newtimings.mp4","Human","mine","Yes"
"188",188,"Trial",NA,1,NA,"Footbridge_PHA&O_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHA&O","FootbridgePHA&OMine","No","Yes","Yes","Yes","No","No","Footbridge_PHA&O_Mine_newtimings.mp4","Human","mine","No"
"189",189,"Trial",NA,1,NA,"ExpensiveRescue_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","ExpensiveRescue","ExpensiveRescueMine","Yes","Yes","Yes","No","Yes","Yes","ExpensiveRescue_Mine_newtimings.mp4","Human","mine","Yes"
"190",190,"Trial",NA,1,NA,"InexpensiveRescue_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","InexpensiveRescue","InexpensiveRescueMine","Yes","Yes","Yes","No","Yes","Yes","InexpensiveRescue_Mine_newtimings.mp4","Human","mine","Yes"
"191",191,"Trial",NA,1,NA,"SubstitutedConsent_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","SubstitutedConsent","SubstitutedConsentMine","No","Yes","Yes","Yes","No","Yes","SubstitutedConsent_Mine_newtimings.mp4","Human","mine","No"
"192",192,"Trial",NA,1,NA,"HypotheticalConsent_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","HypotheticalConsent","HypotheticalConsentMine","No","Yes","Yes","No","No","Yes","HypotheticalConsent_Mine_newtimings.mp4","Human","mine","No"
"193",193,"Trial",NA,1,NA,"SuicidalRescue_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw himself?","SuicidalRescue","SuicidalRescueMine","Yes","Yes","Yes","Yes","Yes","Yes","SuicidalRescue_Mine_newtimings.mp4","Human","mine","Yes"
"194",194,"Trial",NA,1,NA,"EfficientRisk_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","EfficientRisk","EfficientRiskMine","Yes","Yes","Yes","No","Yes","Yes","EfficientRisk_Mine_newtimings.mp4","Human","mine","Yes"
"195",195,"Trial",NA,1,NA,"InefficientRisk_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","InefficientRisk","InefficientRiskMine","Yes","No","Yes","No","No","No","InefficientRisk_Mine_newtimings.mp4","Human","mine","Yes"
"196",196,"Trial",NA,1,NA,"DropEquipment_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","DropEquipment","DropEquipmentMine","No","Yes","Yes","No","No","Yes","DropEquipment_Mine_newtimings.mp4","Human","mine","No"
"197",197,"Trial",NA,1,NA,"ExpensiveCollapse_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","ExpensiveCollapse","ExpensiveCollapseMine","Yes","Yes","Yes","No","Yes","Yes","ExpensiveCollapse_Mine_newtimings.mp4","Human","mine","Yes"
"198",198,"Trial",NA,1,NA,"BetterAlternative_DisproportionateCost_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","BetterAlternative_DisproportionateCost_","BetterAlternative_DisproportionateCost_Truck","Yes","No","No","Yes","No","No","BetterAlternative_DisproportionateCost_Truck_newtimings.mp4","Human","truck","Yes"
"199",199,"Trial",NA,1,NA,"Footbridge_Equipment_Save_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","Footbridge_Equipment_Save_","Footbridge_Equipment_Save_Truck","Yes","No","Yes","Yes","No","No","Footbridge_Equipment_Save_Truck_newtimings.mp4","Human","truck","Yes"
"200",200,"Trial",NA,1,NA,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Truck","No","No","No","No","No","Yes","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Truck_newtimings.mp4","Human","truck","No"
"201",201,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_DisproportionateCost_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","Unprohibted_BetterAlternative_DisproportionateCost_","Unprohibted_BetterAlternative_DisproportionateCost_Truck","Yes","No","No","No","No","Yes","Unprohibted_BetterAlternative_DisproportionateCost_Truck_newtimings.mp4","Human","truck","Yes"
"202",202,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_Equipment_Intended_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","Unprohibted_BetterAlternative_Equipment_Intended_","Unprohibted_BetterAlternative_Equipment_Intended_Truck","No","Yes","No","No","No","Yes","Unprohibted_BetterAlternative_Equipment_Intended_Truck_newtimings.mp4","Human","truck","No"
"203",203,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","Unprohibted_BetterAlternative_","Unprohibted_BetterAlternative_Truck","Yes","Yes","No","No","No","Yes","Unprohibted_BetterAlternative_Truck_newtimings.mp4","Human","truck","Yes"
"204",204,"Trial",NA,1,NA,"BetterAlternative_DisproportionateCost_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","BetterAlternative_DisproportionateCost_","BetterAlternative_DisproportionateCost_Mine","Yes","No","No","Yes","No","No","BetterAlternative_DisproportionateCost_Mine_newtimings.mp4","Human","mine","Yes"
"205",205,"Trial",NA,1,NA,"Footbridge_Equipment_Save_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","Footbridge_Equipment_Save_","Footbridge_Equipment_Save_Mine","Yes","No","Yes","Yes","No","No","Footbridge_Equipment_Save_Mine_newtimings.mp4","Human","mine","Yes"
"206",206,"Trial",NA,1,NA,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Mine","No","No","No","No","No","Yes","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Mine_newtimings.mp4","Human","mine","No"
"207",207,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_DisproportionateCost_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","Unprohibted_BetterAlternative_DisproportionateCost_","Unprohibted_BetterAlternative_DisproportionateCost_Mine","Yes","No","No","No","No","Yes","Unprohibted_BetterAlternative_DisproportionateCost_Mine_newtimings.mp4","Human","mine","Yes"
"208",208,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_Equipment_Intended_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","Unprohibted_BetterAlternative_Equipment_Intended_","Unprohibted_BetterAlternative_Equipment_Intended_Mine","No","Yes","No","No","No","Yes","Unprohibted_BetterAlternative_Equipment_Intended_Mine_newtimings.mp4","Human","mine","No"
"209",209,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","Unprohibted_BetterAlternative_","Unprohibted_BetterAlternative_Mine","Yes","Yes","No","No","No","Yes","Unprohibted_BetterAlternative_Mine_newtimings.mp4","Human","mine","Yes"
"210",210,"Trial",NA,1,NA,"Bystander_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","bystander","bystanderTruck","Yes","Yes","Yes","Yes","Yes","Yes","Bystander_Truck_AI.mp4","AI","truck","Yes"
"211",211,"Trial",NA,1,NA,"Footbridge_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","footbridge","footbridgeTruck","No","Yes","Yes","Yes","No","No","Footbridge_Truck_AI.mp4","AI","truck","No"
"212",212,"Trial",NA,1,NA,"ExpensiveEquipment_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","expensive equipment","expensive equipmentTruck","Yes","No","No","Yes","No","No","ExpensiveEquipment_Truck_AI.mp4","AI","truck","Yes"
"213",213,"Trial",NA,1,NA,"ImpliedConsent_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","implied consent","implied consentTruck","Yes","Yes","Yes","Yes","Yes","Yes","ImpliedConsent_Truck_AI.mp4","AI","truck","Yes"
"214",214,"Trial",NA,1,NA,"IntentionalHomicide_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","intentional homicide","intentional homicideTruck","No","Yes","Yes","Yes","No","No","IntentionalHomicide_Truck_AI.mp4","AI","truck","No"
"215",215,"Trial",NA,1,NA,"LoopTrack_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","loop","loopTruck","No","Yes","Yes","Yes","No","No","LoopTrack_Truck_AI.mp4","AI","truck","No"
"216",216,"Trial",NA,1,NA,"ManInFront_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","man-in-front","man-in-frontTruck","Yes","Yes","Yes","Yes","Yes","Yes","ManInFront_Truck_AI.mp4","AI","truck","Yes"
"217",217,"Trial",NA,1,NA,"CostlessRescue_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","costless rescue","costless rescueTruck","Yes","Yes","Yes","No","Yes","Yes","CostlessRescue_Truck_AI.mp4","AI","truck","Yes"
"218",218,"Trial",NA,1,NA,"BetterAlternative_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","better alternative","better alternativeTruck","Yes","Yes","No","Yes","No","No","BetterAlternative_Truck_AI.mp4","AI","truck","Yes"
"219",219,"Trial",NA,1,NA,"DisproportionalDeath_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","disproportionate death","disproportionate deathTruck","Yes","No","No","Yes","No","No","DisproportionalDeath_Truck_AI.mp4","AI","truck","Yes"
"220",220,"Trial",NA,1,NA,"DropMan_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the switch?","drop man","drop manTruck","No","Yes","Yes","Yes","No","No","DropMan_Truck_AI.mp4","AI","truck","No"
"221",221,"Trial",NA,1,NA,"CollapseBridge_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the switch?","collapse bridge","collapse bridgeTruck","Yes","Yes","Yes","Yes","Yes","Yes","CollapseBridge_Truck_AI.mp4","AI","truck","Yes"
"222",222,"Trial",NA,1,NA,"Bystander_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","bystander","bystanderMine","Yes","Yes","Yes","Yes","Yes","Yes","Bystander_Mine_AI.mp4","AI","mine","Yes"
"223",223,"Trial",NA,1,NA,"Footbridge_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","footbridge","footbridgeMine","No","Yes","Yes","Yes","No","No","Footbridge_Mine_AI.mp4","AI","mine","No"
"224",224,"Trial",NA,1,NA,"ExpensiveEquipment_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","expensive equipment","expensive equipmentMine","Yes","No","No","Yes","No","No","ExpensiveEquipment_Mine_AI.mp4","AI","mine","Yes"
"225",225,"Trial",NA,1,NA,"Implied_Consent_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","implied consent","implied consentMine","Yes","Yes","Yes","Yes","Yes","Yes","Implied_Consent_Mine_AI.mp4","AI","mine","Yes"
"226",226,"Trial",NA,1,NA,"IntentionalHomicide_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","intentional homicide","intentional homicideMine","No","Yes","Yes","Yes","No","No","IntentionalHomicide_Mine_AI.mp4","AI","mine","No"
"227",227,"Trial",NA,1,NA,"LoopTrack_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","loop","loopMine","No","Yes","Yes","Yes","No","No","LoopTrack_Mine_AI.mp4","AI","mine","No"
"228",228,"Trial",NA,1,NA,"ManInFront_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","man-in-front","man-in-frontMine","Yes","Yes","Yes","Yes","Yes","Yes","ManInFront_Mine_AI.mp4","AI","mine","Yes"
"229",229,"Trial",NA,1,NA,"CostlessRescue_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","costless rescue","costless rescueMine","Yes","Yes","Yes","No","Yes","Yes","CostlessRescue_Mine_AI.mp4","AI","mine","Yes"
"230",230,"Trial",NA,1,NA,"BetterAlternative_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","better alternative","better alternativeMine","Yes","Yes","No","Yes","No","No","BetterAlternative_Mine_AI.mp4","AI","mine","Yes"
"231",231,"Trial",NA,1,NA,"DisproportionalDeath_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","disproportionate death","disproportionate deathMine","Yes","No","No","Yes","No","No","DisproportionalDeath_Mine_AI.mp4","AI","mine","Yes"
"232",232,"Trial",NA,1,NA,"DropMan_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","drop man","drop manMine","No","Yes","Yes","Yes","No","No","DropMan_Mine_AI.mp4","AI","mine","No"
"233",233,"Trial",NA,1,NA,"CollapseBridge_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","collapse bridge","collapse bridgeMine","Yes","Yes","Yes","Yes","Yes","Yes","CollapseBridge_Mine_AI.mp4","AI","mine","Yes"
"234",234,"Trial",NA,1,NA,"Bystander_PHO_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","BystanderPHO","BystanderPHOTruck","Yes","No","Yes","Yes","Yes","No","Bystander_PHO_Truck_AI.mp4","AI","truck","Yes"
"235",235,"Trial",NA,1,NA,"Bystander_PHA&O_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","BystanderPHA&O","BystanderPHA&OTruck","No","Yes","Yes","Yes","No","No","Bystander_PHA&O_Truck_AI.mp4","AI","truck","No"
"236",236,"Trial",NA,1,NA,"Footbridge_PHA_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHA","FootbridgePHATruck","No","Yes","Yes","Yes","No","No","Footbridge_PHA_Truck_AI.mp4","AI","truck","No"
"237",237,"Trial",NA,1,NA,"Footbridge_PHO_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHO","FootbridgePHOTruck","Yes","Yes","Yes","Yes","No","No","Footbridge_PHO_Truck_AI.mp4","AI","truck","Yes"
"238",238,"Trial",NA,1,NA,"Footbridge_PHA&O_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHA&O","FootbridgePHA&OTruck","No","Yes","Yes","Yes","No","No","Footbridge_PHA&O_Truck_AI.mp4","AI","truck","No"
"239",239,"Trial",NA,1,NA,"ExpensiveRescue_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","ExpensiveRescue","ExpensiveRescueTruck","Yes","Yes","Yes","No","Yes","Yes","ExpensiveRescue_Truck_AI.mp4","AI","truck","Yes"
"240",240,"Trial",NA,1,NA,"InexpensiveRescue_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","InexpensiveRescue","InexpensiveRescueTruck","Yes","Yes","Yes","No","Yes","Yes","InexpensiveRescue_Truck_AI.mp4","AI","truck","Yes"
"241",241,"Trial",NA,1,NA,"SubstitutedConsent_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","SubstitutedConsent","SubstitutedConsentTruck","No","Yes","Yes","Yes","No","Yes","SubstitutedConsent_Truck_AI.mp4","AI","truck","No"
"242",242,"Trial",NA,1,NA,"HypotheticalConsent_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","HypotheticalConsent","HypotheticalConsentTruck","No","Yes","Yes","No","No","Yes","HypotheticalConsent_Truck_AI.mp4","AI","truck","No"
"243",243,"Trial",NA,1,NA,"SuicidalRescue_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw himself?","SuicidalRescue","SuicidalRescueTruck","Yes","Yes","Yes","Yes","Yes","Yes","SuicidalRescue_Truck_AI.mp4","AI","truck","Yes"
"244",244,"Trial",NA,1,NA,"EfficientRisk_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","EfficientRisk","EfficientRiskTruck","Yes","Yes","Yes","No","Yes","Yes","EfficientRisk_Truck_AI.mp4","AI","truck","Yes"
"245",245,"Trial",NA,1,NA,"InefficientRisk_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","InefficientRisk","InefficientRiskTruck","Yes","No","Yes","No","No","No","InefficientRisk_Truck_AI.mp4","AI","truck","Yes"
"246",246,"Trial",NA,1,NA,"DropEquipment_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the switch?","DropEquipment","DropEquipmentTruck","No","Yes","Yes","No","No","Yes","DropEquipment_Truck_AI.mp4","AI","truck","No"
"247",247,"Trial",NA,1,NA,"ExpensiveCollapse_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the switch?","ExpensiveCollapse","ExpensiveCollapseTruck","Yes","Yes","Yes","No","Yes","Yes","ExpensiveCollapse_Truck_AI.mp4","AI","truck","Yes"
"248",248,"Trial",NA,1,NA,"Bystander_PHO_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","BystanderPHO","BystanderPHOMine","Yes","No","Yes","Yes","Yes","No","Bystander_PHO_Mine_AI.mp4","AI","mine","Yes"
"249",249,"Trial",NA,1,NA,"Bystander_PHA&O_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","BystanderPHA&O","BystanderPHA&OMine","No","Yes","Yes","Yes","No","No","Bystander_PHA&O_Mine_AI.mp4","AI","mine","No"
"250",250,"Trial",NA,1,NA,"Footbridge_PHA_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHA","FootbridgePHAMine","No","Yes","Yes","Yes","No","No","Footbridge_PHA_Mine_AI.mp4","AI","mine","No"
"251",251,"Trial",NA,1,NA,"Footbridge_PHO_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHO","FootbridgePHOMine","Yes","Yes","Yes","Yes","No","No","Footbridge_PHO_Mine_AI.mp4","AI","mine","Yes"
"252",252,"Trial",NA,1,NA,"Footbridge_PHA&O_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","FootbridgePHA&O","FootbridgePHA&OMine","No","Yes","Yes","Yes","No","No","Footbridge_PHA&O_Mine_AI.mp4","AI","mine","No"
"253",253,"Trial",NA,1,NA,"ExpensiveRescue_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","ExpensiveRescue","ExpensiveRescueMine","Yes","Yes","Yes","No","Yes","Yes","ExpensiveRescue_Mine_AI.mp4","AI","mine","Yes"
"254",254,"Trial",NA,1,NA,"InexpensiveRescue_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","InexpensiveRescue","InexpensiveRescueMine","Yes","Yes","Yes","No","Yes","Yes","InexpensiveRescue_Mine_AI.mp4","AI","mine","Yes"
"255",255,"Trial",NA,1,NA,"SubstitutedConsent_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","SubstitutedConsent","SubstitutedConsentMine","No","Yes","Yes","Yes","No","Yes","SubstitutedConsent_Mine_AI.mp4","AI","mine","No"
"256",256,"Trial",NA,1,NA,"HypotheticalConsent_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","HypotheticalConsent","HypotheticalConsentMine","No","Yes","Yes","No","No","Yes","HypotheticalConsent_Mine_AI.mp4","AI","mine","No"
"257",257,"Trial",NA,1,NA,"SuicidalRescue_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw himself?","SuicidalRescue","SuicidalRescueMine","Yes","Yes","Yes","Yes","Yes","Yes","SuicidalRescue_Mine_AI.mp4","AI","mine","Yes"
"258",258,"Trial",NA,1,NA,"EfficientRisk_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","EfficientRisk","EfficientRiskMine","Yes","Yes","Yes","No","Yes","Yes","EfficientRisk_Mine_AI.mp4","AI","mine","Yes"
"259",259,"Trial",NA,1,NA,"InefficientRisk_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","InefficientRisk","InefficientRiskMine","Yes","No","Yes","No","No","No","InefficientRisk_Mine_AI.mp4","AI","mine","Yes"
"260",260,"Trial",NA,1,NA,"DropEquipment_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","DropEquipment","DropEquipmentMine","No","Yes","Yes","No","No","Yes","DropEquipment_Mine_AI.mp4","AI","mine","No"
"261",261,"Trial",NA,1,NA,"ExpensiveCollapse_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","ExpensiveCollapse","ExpensiveCollapseMine","Yes","Yes","Yes","No","Yes","Yes","ExpensiveCollapse_Mine_AI.mp4","AI","mine","Yes"
"262",262,"Trial",NA,1,NA,"BetterAlternative_DisproportionateCost_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","BetterAlternative_DisproportionateCost_","BetterAlternative_DisproportionateCost_Truck","Yes","No","No","Yes","No","No","BetterAlternative_DisproportionateCost_Truck_AI.mp4","AI","truck","Yes"
"263",263,"Trial",NA,1,NA,"Footbridge_Equipment_Save_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","Footbridge_Equipment_Save_","Footbridge_Equipment_Save_Truck","Yes","No","Yes","Yes","No","No","Footbridge_Equipment_Save_Truck_AI.mp4","AI","truck","Yes"
"264",264,"Trial",NA,1,NA,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Truck","No","No","No","No","No","Yes","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Truck_AI.mp4","AI","truck","No"
"265",265,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_DisproportionateCost_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","Unprohibted_BetterAlternative_DisproportionateCost_","Unprohibted_BetterAlternative_DisproportionateCost_Truck","Yes","No","No","No","No","Yes","Unprohibted_BetterAlternative_DisproportionateCost_Truck_AI.mp4","AI","truck","Yes"
"266",266,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_Equipment_Intended_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","Unprohibted_BetterAlternative_Equipment_Intended_","Unprohibted_BetterAlternative_Equipment_Intended_Truck","No","Yes","No","No","No","Yes","Unprohibted_BetterAlternative_Equipment_Intended_Truck_AI.mp4","AI","truck","No"
"267",267,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to alert the driver to turn left?","Unprohibted_BetterAlternative_","Unprohibted_BetterAlternative_Truck","Yes","Yes","No","No","No","Yes","Unprohibted_BetterAlternative_Truck_AI.mp4","AI","truck","Yes"
